,nickname,lane,team,country,tier,point,name,accountId,id,puuid
340,Syu,ADC,No Team,Korea,Master,297,히키슝슈,90yvYiByVeru4KYRBuGNPbo0cOu4n79UUKkqCQzEk0Az1nteI-PyjN2n,dmtwXHpYK6yeiBeAcJwvSc8hlW_DFifFFbYmYKZJe6hb4s8,KcBtFxoFEeIPui_1xY8QcF0eASpvhqgq11sYvqYY1Nz-_sVMEPNFy-_-uFrN_vCH-fwO4_SzjFITsQ
341,Bin,Jungle, Suning Gaming,China,Master,292,sn top,dk8y-ydxSWhr1xb-Nq7WchxKHEbeyxgrOIDrL57Vfykq51wZ4qy6_3-r,Tvw_dVf8di9DURR5UNTgs5ZB8hpqhRfC4MiHZlU3Nr1DsuM,-Uh313scEP35FUQye1orsMCGl-agisDVmKbDkGG-VUj-hk3806obppswB0Kmi4Y9iSyhVep6HlEgvg
342,Rookie,Mid, Invictus Gaming,China,Master,291,모두건강하게,GEQul6hPaA0J99Ob0UIvlQhm6d6FvfbsuMGKeF0ohIH0YAJJcgbbTznK,o1G1Srw5YLh7XL6GEtKmKLABcwgmE-BsJB9Y_I-n9aLI4C0,4f4YYlGqgVX_Gws5MubHb3ZS-XbUyVO__gmPXT84jUbfxDk-LUPJluwe0WnW51kkoOJFKmNRzYDlFg
343,Chovy,Mid, Hanwha Life Esports,Korea,Master,281,Chovy zz6,iA86hqVfHlhQ7EhYiiNocVww9LGq0tim3fapQ8i-1NXZYYo,S5tH2VeLWLzekebcKsENopudKDh7eR9XM0WoUT-WB068JZw,ugYmKgTAhRsbbnBE_WXXB4hhaBqhnGdNkqmzRYfCHOrS7TmZlNQ7KjqvnPkRMCzHYpc2KUVwmEa9VQ
344,Crush,Jungle,No Team,Korea,Master,280,ASP Crush,zKCqItxmav4P1Rm3jWXkObBLWLkrIF3ifG_6kPjAKcdQwS4,Xnd3lr75a4hZlmQJ3acfgMZ9BYAU4mPeziNiCYs4tqKjB68,U-7vm62z5gdwfb9ZhHeqtpK_mbtqfXnIheZHs_ijJ1_X5Q2MxRrLvYAMC_4jtRUtn0ZPgLS_GLvOhQ
345,Cruel,Support, Suning-S,China,Master,277,ColorDQ,pTgbkus_IM_qRROLsaSrt-L899dWZ2jZO7iShfEOKq_S,njYsSiSg4hyJ5t46QLsaKZmyN477DGp-nWSo2dbJjKyedw,RJ4Wiu4BPZfCZo8Dy2ClBWMXIDU5rT7kogEXRyMpUFbImKxMuKMCfL2ayfAb2pUc-K9IJzWyZAo8qg
346,Aix,Jungle, Vici Gaming,China,Master,273,Youyinger,pfdDr0qdugwwM5X5nWLqOFPwJJiqtrc0CcQpU4AWDuhAZNkXwwWdNkCq,wCLIrlsy1AlUYbIprSxgDicB9Ju4DGcmvd1-FQ2ReTWpaJo,SbVmjs26yBclNGc-406xzUurchXioc6UJd9VYtq4dP5LEGDtY6FJvZBs858Yr21YK3RiLcfMBcluNw
347,Hollow,ADC,No Team,Korea,Master,268,상체이겨라화이팅,v7a_XoyYkhCH6o4uNiVV8hUCK1KPj47ODRaOmWDXCS07Mpo,0s6C57pEaKvfCw1HjW9jVtcqS3hcT1zRM5Ly0K3fMKKTUD4,9vmV5mPENRQb1PvF_-AbpNu3w6mgwUuoxUVLa_PXUYtUT0t1c3qZrpGKYbCLtgExmeUe2kciUhYx4Q
348,HakaM,ADC,No Team,Korea,Master,260,해 캄,Gvj4g60_d23iCzLe0LHaWdSCl5WxrWuQ_vCsXqA6e3TRoEwyY-ZrgJN5,UqsJ9GzR8ESxlE1Aj5X_ypLLdNm-yMyzTd08KDMDXtYn9IA,PglcxKr6KUFScMhtngZTQlIAuxxsPbgfYjQdMEqosGmHLMuBH3Ij9mPCGqJPhRPxLAqhEG1MgE-R3g
350,Vins,Mid, hyFresh Blade Academy,Korea,Master,255,새우튀김에 우동,N-r57R8zZtuZ7WgFgzpVe2vuZ2tGp9nkNyHQXsMXQYQpAfI,mlPIiMiygi89bGtjpIFKCxONz2M6fMx0Wpb1A_kRcKSSaYg,wjRf60e3xbCyuHcM40jnC-aKK6GYd989KXvss8jGRKTK_j3tfLLUClk31JVsNJsUif6lWqjJA5Rk8A
351,Winner,Jungle, Gen.G Academy,Korea,Master,248,Gen G Winner,Sc5dBGIMb7EOsCMVyvaz0xyJqzt7aeaW3cmWyuAlCukM3ntQ3K9Tb-0x,HEj6kElbxslk-xKzu-6DEfFsS052R7phmbOU9NMcaNgL0fE,IcsYLVsLzhNdxK-YQwK9fo61mdacOEUrti-hxfMv9NflZnOtHaRc4w3ysiBld_cbsS6V-hKbPpXuNA
352,PraY,ADC,No Team,Korea,Master,238,죽기장인,p6GmErWm6WvUQ-M8oLF-SXdR0dZlbCsiRly1Uld_3IdG,Gmp_nAQ0JFYGq5TZ4Ds-UdMci9W0alUWWN-aABobCHlBCg,ZghXmM_FZls-nMjJr0RgWx2kE9J0-FhBMMWDbLyp5n_7jDFRI-K-mAEGlxYgjFTpyC3WHKXokBsGog
353,Lactea,ADC,No Team,Korea,Master,231,Lactea Rx,hO2UOT_jDiOE_UHxnIT9EKLocSK4r042gSKbErppiSN1,kthb6JzBnfy4EoTS4hld2Vo3s8ZuQyJgDyLxPZjMRMK_Dg,_ft55ESFULMDkiTqed-Uj7ZoiGawThpHWq6n7yjya31CZInmHdzGCaHzAldqACtGIzycC9G7L5lpcw
354,Mightybear,Jungle, hyFresh Blade,Korea,Master,228,마이티비어,WEkgaf1OSpxO1F6LpF0D6ubLIelzkHnJ3Pz0GsceFxuUasg,CjxODWGs0XNSx49ktEv_MvNXfRMsGSoWRdU3lt0c5CkB3zk,Pkd3ZG02FQDD_GLQynYsnZdJSi8ex1Pzp4B1UwlCxf3zSi9OJ7PYRduV2enQN5MJRza4H6rsXiW0yA
355,Nyx,Jungle, Gen.G Academy,Korea,Master,227,Gen G nyx,dUvtHgirUqAJrBYlvedLWJlo89HO22EBM6hT-CgrqkLjdCdVPDi4P8Ut,-w0KqccHjE83imTeBbYMhnF0exQBeo6r3xnwPNk-du0iyks,3i19WQsY-YZSQGSMg4wsyzQP-wjIM1vMbJcsAZVOQP0WCXUAbJLjbP6ZRX1HkpZIhT_kYhbHqXxCvw
356,Neat,Jungle,No Team,Korea,Master,218,간장개장1,MqGAPunFKulclKMZtWIJxnVSCFdG3fz4lBgNh2bsfNneJDs,7r5kRGZrEnDfvKjOfzuCV1cJrdhqKk8qyKsaAgu4JpYoBug,9jisxSukJLDf92YUsx4uy-1A0VGyEgN0c8lhvb4rElVd5tnIW-mjwj6k_0SMePMT1Yj5-duFQa-rWg
357,BaeMe,Mid,No Team,Korea,Master,210,리리컬 매지컬,LsiUVtWNwdDH-VlPVhMJL96JQja9_XXzFuDjsfBd1hDR,k7AZal03e87PF9CVRvtUuRf0q0qS8Bb-Pti3vQdZmATUaQ,psSRKyGApFrbS2r8-OF_LG_0rrRURybYavLcRuNqJJUI40BsI42lfgrEpOqhrhNSrZskMF8v-MwijQ
